id,File Name,Ground Truth Script,SR Transcript,Ground Truth Length,RR_SR Transcript Length,RR_correct tokens,RR_Substitutions,RR_Insertions,RR_Deletions,RR_Deleted,RR_substituted,RR_Accuracy,RR_WER,ORR Transcript Length,ORcorrect tokens,OR_Substitutions,ORInsertions,OR_Deletions,OR_Accuracy,OR_WER,gender,accent,native,country
55,29d3f1f0_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the last of that mug okay scooted back toward me now push the glass behind the bottle there now you're going to take this knife and drop it in the glass,41,40,34,6,0,1,,,0.82,0.1707317,40,34,6,0,1,0.82,0.17073171,Female,GeneralAmerican,English,US
56,29d3f45c_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0652174,45,43,2,0,1,0.93,0.06521739,Male,GeneralAmerican,English,US
57,29d3f45c_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the blocks that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,43,2,0,0,,,0.95,0.0222222,45,44,1,0,0,0.97,0.022222223,Male,GeneralAmerican,English,US
58,29d3f45c_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,GeneralAmerican,English,US
59,29d3f45c_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your luck move the orange block to the right of that gray block weight grasp the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0930233,43,39,4,0,0,0.9,0.093023255,Male,GeneralAmerican,English,US
60,29d3f45c_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,there takes that green plate and put it to the left of that month okay scooted back toward me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,40,36,4,0,1,,,0.87,0.1219512,40,36,4,0,1,0.87,0.12195122,Male,GeneralAmerican,English,US
61,29d3f57e_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on the top of those two blocks stop you are done,46,46,44,2,0,0,,,0.95,0.0434783,46,44,2,0,0,0.95,0.04347826,Male,GeneralAmerican,English,US
62,29d3f57e_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,44,1,0,0,,,0.97,0.0222222,45,44,1,0,0,0.97,0.022222223,Male,GeneralAmerican,English,US
63,29d3f57e_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,GeneralAmerican,English,US
64,29d3f57e_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grassed the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0697674,43,40,3,0,0,0.93,0.069767445,Male,GeneralAmerican,English,US
65,29d3f57e_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooted back toward me now push that glass behind that bottle there now you going to take this knife and drop it in the glass,41,40,36,4,0,1,,,0.87,0.1219512,40,36,4,0,1,0.87,0.12195122,Male,GeneralAmerican,English,US
66,29d3f790_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on the top of those two blocks stop you are done,46,46,44,2,0,0,,,0.95,0.0869565,46,42,4,0,0,0.91,0.08695652,Male,Midwest,English,US
67,29d3f790_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down I move that block and put it on top of these boxes weight move it more this way the left Stop,45,44,41,3,0,1,,,0.91,0.0666667,45,42,3,0,0,0.93,0.06666667,Male,Midwest,English,US
68,29d3f790_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,Midwest,English,US
69,29d3f790_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left know your luck move the orange block to the right of the gray block weight of the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,37,6,0,0,,,0.86,0.1627907,42,36,6,0,1,0.83,0.1627907,Male,Midwest,English,US
70,29d3f790_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooted back toward me Mount push that glass behind that bottle there they're going to take this knife and drop it in the glass,41,39,34,5,0,2,,,0.82,0.1707317,39,34,5,0,2,0.82,0.17073171,Male,Midwest,English,US
71,29d3f8bc_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0869565,45,42,3,0,1,0.91,0.08695652,Male,WestrenEnglish,English,US
72,29d3f8bc_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of the boxes weight move it more this way to the left.,45,44,40,4,0,1,,,0.88,0.1777778,43,37,6,0,2,0.82,0.17777778,Male,WestrenEnglish,English,US
